大客車禁行路段調查表 103.03.21,,,,,,,,,,,,
項次,縣市別,"鄉鎮
市區",路線路名,路線樁號及起迄地名,管制通行措施,路況概述,提報單位,"公告日期
及文號",,,,
476,嘉義縣,番路鄉,159甲線,"26k+700~45k+554
大湖~石?",禁行甲、乙類大客車,路寬不足及多處彎道會車不易,"本局第五區養護工程處
嘉義縣政府",嘉義縣政府102.2.4府建道管字第10200254481號公告函,,ok,1 ,
477,嘉義縣,梅山鄉,162甲線,"13K+700~16K+400
（太平~碧湖）",禁行甲類大客車,山區道路狹窄，無會車空間,"本局第五區養護工程處
嘉義縣政府",嘉義縣政府96年3月2日府交管字第0960006999號函,,ok,1 ,
478,嘉義縣,梅山鄉,162甲線,"16K+400~35K+300
（碧湖~瑞峰）",禁行甲、乙類大客車,山區道路狹窄，無會車空間,"本局第五區養護工程處
嘉義縣政府",嘉義縣政府96年3月2日府交管字第0960006999號函,,ok,1 ,
479,嘉義縣,梅山鄉,162甲線,"35k+300~47k
瑞峰~油車寮",禁行大客車及21噸以上重車,莫拉克颱風災區災害道路,"本局第五區養護工程處
嘉義縣政府",嘉義縣政府98年11月3日府交管字第0980006058號函,,ok,1 ,
480,嘉義縣,竹崎鄉,166線,"52k~81k+718
溪心寮-瑞里",禁行甲類大客車及20噸以上大貨車,,"本局第五區養護工程處
嘉義縣政府",嘉義縣政府99年4月8日府交管字第0990005779號函,,ok,1 ,
481,嘉義縣,"梅山鄉
竹崎鄉
阿里山鄉",169線,"0k~16k+500
太和~奮起湖",禁行大客車及21噸以上重車,莫拉克颱風災區災害道路,"本局第五區養護工程處
嘉義縣政府",嘉義縣政府98年11月3日府交管字第0980006058號函,,ok,1 ,
482,嘉義縣,"竹崎鄉
阿里山鄉",169線,"16k+500~33k+800
奮起湖-達邦","自公告日（99年2月12日）起24小時禁行甲類大客車通行
（16k+500~21k+923奮起湖-台18線【石桌】上午7時至下午6時開放甲類大客車通行，其餘時段仍禁行）",災區災害道路,"本局第五區養護工程處
嘉義縣政府","嘉義縣政府99年2月12日府交管字第0990005651號函
",,ok,1 ,
483,嘉義縣,阿里山鄉,169線,"33k+800~51k+100
達邦~里佳",禁行甲、乙類大客車,山區道路狹窄，無會車空間,"本局第五區養護工程處
嘉義縣政府",嘉義縣政府96年3月2日府交管字第0960006999號函,,ok,1 ,
484,嘉義縣,中埔鄉,172線,"43k+982~51k+912
三重溪~凍仔腳",禁行甲、乙類大客車及總重20噸以上大貨車、及車齡逾12年遊覽車，禁行時間24小時,山區道路狹窄、無會車空間,"本局第五區養護工程處
嘉義縣政府",嘉義縣政府102.10.22府道管字第10201928321號公告函,,ok,1 ,
485,嘉義縣,番路鄉,嘉131線,"0k~13k
草山村",禁行甲、乙類大客車,平均道路寬度4米,嘉義縣政府,嘉義縣政府96年3月2日府交管字第0960006999號函,,ok,1 ,
486,嘉義縣,梅山鄉,嘉151-1線,0k~6k+756,禁行甲類大客車,平均寬度4米,嘉義縣政府,嘉義縣政府96年3月2日府交管字第0960006999號函,,ok,1 ,
487,嘉義縣,梅山鄉,嘉152線,0k~11k,禁行甲、乙類大客車,平均道路寬度3米,嘉義縣政府,嘉義縣政府96年3月2日府交管字第0960006999號函,,ok,1 ,
488,嘉義縣,阿里山鄉,嘉156線支線道路,支線道路,禁行逾12年大客車,,嘉義縣政府,嘉義縣政府100年1月12日府交管字第1000009804號函,,ok,1 ,
489,嘉義市,嘉義市,蘭潭大壩,泛月橋至泛月廣場旁,禁行3.5公噸以上車輛,維護大壩壩頂結構之安全,嘉義市政府,公告時間不可考,,ok,1 ,
490,臺南市,白河區,172線 ,"42k+370~43k+982
關子嶺紅葉隧道~三重溪",禁行甲、乙類大客車及總重20噸以上大貨車、及車齡逾12年遊覽車,山區道路狹窄、無會車空間,"本局第五區養護工程處
臺南市政府",臺南市政府102.10.11府交綜字第1020903153B號公告函,,,,
491,臺南市,白河區,172乙線,"5k+250~7k
關子嶺",禁行甲類大客車,山區道路，不利會車，縱坡度高達12%。,"第五區養護工程處
臺南市政府",臺南市政府102.10.11府交綜字第1020903153B號公告函,,ok,1 ,
492,臺南市,"麻豆區
下營區",南59線,全線（下營~麻豆）,禁行甲類大客車,道路狹窄，不利會車,臺南市政府,臺南市政府102.10.11府交綜字第1020903153B號公告函,,,,
493,臺南市,官田區,南64線,南65線路口-台1線路口,禁行甲、乙類大客車,道路狹窄，不利會車,臺南市政府,臺南市政府102年2月5日府交綜字第1020114899A號公告函,,ok,1 ,
494,臺南市,東山區,南105-1線,深坑~大洋~田寮子產業道路三岔路口,禁行甲類大客車,山區道路，不利會車,臺南市政府,臺南市政府102年2月5日府交綜字第1020114899A號公告函,,ok,1 ,
495,臺南市,官田區,南119線,南117線路口-縣道171線路口,禁行甲、乙類大客車,道路狹窄，不利會車,臺南市政府,臺南市政府102年2月5日府交綜字第1020114899A號公告函,,ok,1 ,
496,臺南市,官田區,南120線,南117線路口-縣道171線路口,禁行甲、乙類大客車,道路狹窄，不利會車,臺南市政府,臺南市政府102年2月5日府交綜字第1020114899A號公告函,,ok,1 ,
497,臺南市,楠西區,南188線,"5k~9k+840
彎丘",禁行總重逾6.5噸、軸距4公尺大客車,山區道路，不利會車，縱坡度高達12% ,臺南市政府,臺南市政府102年2月5日府交綜字第1020114899A號公告函,,ok,1 ,
498,臺南市,東山區,產業道路,會社至大洋,禁行甲類大客車,山區道路，不利會車,臺南市政府,臺南市政府102年2月5日府交綜字第1020114899A號公告函,,ok,1 ,
499,臺南市,玉井區,產業道路,明泉寺-虎頭山,禁行甲、乙類大客車,陡坡，道路狹窄不利會車,臺南市政府,臺南市政府102年2月5日府交綜字第1020114899A號公告函,,ok,1 ,
500,高雄市,路竹區,高17線民治路,民有路（福德祠）至台1線中山南路間,禁止8.8噸以上大型車輛通行,,高雄市政府,高雄市政府100.11.17高市府四維交運規字第1000127059號,,ok,1 ,
501,高雄市,橋頭區,高34線仕隆路,成功路至橋南路間,禁行甲類大客車,,高雄市政府,高雄市政府100.11.17高市府四維交運規字第1000127059號,,ok,1 ,
502,高雄市,旗山區,高43線,全線,禁行甲類大客車,,高雄市政府,高雄市政府102年1月29日高市府交運規字第10230569200號,,ok,1 ,
503,高雄市,鳳山區,高69線中崙路,,禁行12噸以上大型車輛,,高雄市政府,高雄市政府100.11.17高市府四維交運規字第1000127059號,,ok,1 ,
504,高雄市,旗山區,高113-2線,0k~3k,禁行甲類大客車,,高雄市政府,高雄市政府102年1月29日高市府交運規字第10230569200號,,ok,1 ,
505,高雄市,內門區,高121線,0k(溝坪里)~3k,禁行甲、乙類大客車,,高雄市政府,高雄市政府102年1月29日高市府交運規字第10230569200號,,ok,1 ,
506,高雄市,內門區,高121-1線,0k+300~1k,禁行甲、乙類大客車,,高雄市政府,高雄市政府102年1月29日高市府交運規字第10230569200號,,ok,1 ,
507,高雄市,內門區,高122線,"0k~0k+200及
產業道路(高122線往308高地)",禁行甲、乙類大客車,,高雄市政府,高雄市政府102年1月29日高市府交運規字第10230569200號,,ok,1 ,
508,高雄市,甲仙區,高128線,"4k~8k+400
王母宮~天壇",禁行甲、乙類大客車,,高雄市政府,高雄市政府102.4.26高市府交運規字第10232264400號,,,,
509,高雄市,杉林區,高129線,"0k~3k
寶隆大橋~奇潭橋",禁行甲、乙類大客車,,高雄市政府,高雄市政府102年1月29日高市府交運規字第10230569200號,,ok,1 ,
510,高雄市,甲仙區,高130線,全線,禁行甲、乙類大客車,,高雄市政府,高雄市政府102年1月29日高市府交運規字第10230569200號,,ok,1 ,
511,高雄市,六龜區,高131線,"5k~8k+500
紅水坑",禁行甲、乙類大客車,,高雄市政府,高雄市政府102年1月29日高市府交運規字第10230569200號,,ok,1 ,
512,高雄市,內門區,高136線,0k~5k,禁行甲、乙類大客車,,高雄市政府,高雄市政府102年1月29日高市府交運規字第10230569200號,,ok,1 ,
513,高雄市,那瑪夏區,南沙魯避難所聯絡道,台21線~南沙魯避難所,禁行甲、乙類大客車,,高雄市政府,高雄市政府102年1月29日高市府交運規字第10230569200號,,ok,1 ,
514,高雄市,那瑪夏區,瑪雅平台聯絡道,台21線瑪雅社區~達卡努瓦派出所,禁行甲、乙類大客車,,高雄市政府,高雄市政府102年1月29日高市府交運規字第10230569200號,,ok,1 ,
515,高雄市,那瑪夏區,瑪雅里南生明路,台21線~瑪雅景觀吊橋,禁行甲、乙類大客車,,高雄市政府,高雄市政府102年1月29日高市府交運規字第10230569200號,,ok,1 ,
516,高雄市,那瑪夏區,"青山產業道路
（高134線）","台21線達卡努瓦~青山
台21線三明火~青山",禁行甲、乙類大客車,,高雄市政府,高雄市政府102年1月29日高市府交運規字第10230569200號,,ok,1 ,
517,高雄市,田寮區,南安里內、外安路,山河壽~內外安,禁行甲類大客車,,高雄市政府,高雄市政府102年1月29日高市府交運規字第10230569200號,,ok,1 ,
518,高雄市,田寮區,七星里橫路,南勢湖~高41線,禁行甲、乙類大客車,,高雄市政府,高雄市政府102年1月29日高市府交運規字第10230569200號,,ok,1 ,
519,高雄市,橋頭區,橋頭路,,禁行甲類大客車,,高雄市政府,高雄市政府100.11.17高市府四維交運規字第1000127059號,,ok,1 ,
520,高雄市,橋頭區,橋南路,成功路至糖廠路間,禁行甲類大客車,,高雄市政府,高雄市政府100.11.17高市府四維交運規字第1000127059號,,ok,1 ,
521,高雄市,鳳山區,中崙路615號旁無名巷,,禁行3.5噸以上大型車輛,,高雄市政府,高雄市政府100.11.17高市府四維交運規字第1000127059號,,ok,1 ,
522,高雄市,岡山區,嘉為街,嘉興路至興隆街間,禁行3.5噸以上車輛,,高雄市政府,高雄市政府100.11.17高市府四維交運規字第1000127059號,,ok,1 ,
523,高雄市,路竹區,民有路,民有路133號至台1線中山南路間,禁行8.8噸以上大型車輛,,高雄市政府,高雄市政府100.11.17高市府四維交運規字第1000127059號,,ok,1 ,
524,屏東縣,三地門鄉,屏31線,"0k~12k+876
大社~德文",禁行乙類大客車,屬山區道路，大社至德文段，轉彎半徑小迴轉，且路寬小於六米，雙方會車不易。,屏東縣政府,屏東縣政府102.2.6屏府工養字第10204062600號公告函,,ok,1 ,
525,屏東縣,瑪家鄉,屏35線,"1k+400~11k+441
水門~新瑪家",禁行甲類大客車,屬山區道路，多路彎無法迴轉，且路寬小於六米，雙方會車不易。,屏東縣政府,屏東縣政府102.2.6屏府工養字第10204062600號公告函,,ok,1 ,
526,屏東縣,泰武鄉,屏106線,"2k+500~19k+071
西方道堂~泰武",禁行甲類大客車,屬山區道路，多霧、路彎無法迴轉，且路寬小於六米，雙方會車不易。,屏東縣政府,屏東縣政府102.8.31屏府工養字第10226339501號公告函,,ok,1 ,
527,屏東縣,來義鄉,屏110線,"11k~16k+560
沿山公路~來義",禁行甲類大客車,屬山區道路，從沿山公（縣道185線）口一路往來義鄉，多彎路且路寬小於六米，雙方會車不易。,屏東縣政府,屏東縣政府102.8.31屏府工養字第10226339501號公告函,,ok,1 ,
528,屏東縣,來義鄉,屏113線,"0k~10k+462 
響潭~來義",禁行甲類大客車,屬山區道路，從響潭往來義鄉，多彎路且路寬小於六米，雙方會車不易。,屏東縣政府,屏東縣政府102.2.6屏府工養字第10204062600號公告函,,ok,1 ,
529,屏東縣,春日鄉,屏132線,"11k+250~23k+250 
力里~七佳",禁行甲類大客車,屬山區道路，從力里至七佳，多彎路且路寬小於六米，雙方會車不易。,屏東縣政府,屏東縣政府102.2.6屏府工養字第10204062600號公告函,,ok,1 ,
530,屏東縣,春日鄉,屏146線,"2k+100~9k+972
枋寮~士文",禁行甲類大客車,屬山區道路，從台一線入口至士文村，多彎路且路寬小於六米，雙方會車不易。,屏東縣政府,屏東縣政府102.2.6屏府工養字第10204062600號公告函,,ok,1 ,
531,屏東縣,車城鄉,屏156線,"2k+250~8k+597
保力~竹肚",禁行甲類大客車,路寬小於六米，雙方會車不易。,屏東縣政府,屏東縣政府102.2.6屏府工養字第10204062600號公告函,,ok,1 ,
532,屏東縣,滿州鄉,屏168線,"0k~2k+065
老佛~響林",禁行甲類大客車,路寬小於六米，雙方會車不易。,屏東縣政府,屏東縣政府102.2.6屏府工養字第10204062600號公告函,,ok,1 ,
533,屏東縣,滿州鄉,屏169線,"0k~7k+050
滿州~佳樂水",禁行甲類大客車,屬山區道路，從里德至佳樂水，多彎路，轉彎半徑小且路寬小於六米，雙方會車不易。,屏東縣政府,屏東縣政府102.2.6屏府工養字第10204062600號公告函,,ok,1 ,
534,屏東縣,牡丹鄉,屏170線,"0k~4k+558 
四林~南長樂",禁行甲類大客車,屬山區道路，從牡丹四林至滿州長樂村，多彎路且路寬小於六米，雙方會車不易。,屏東縣政府,屏東縣政府102.2.6屏府工養字第10204062600號公告函,,ok,1 ,
535,屏東縣,牡丹鄉,屏172線,"0k~11k+237
茄之路~分水嶺",禁行甲類大客車,屬山區道路，從牡丹茄之路往滿州長樂分水嶺，多彎路，轉彎半徑小且路寬小於六米，雙方會車不易。,屏東縣政府,屏東縣政府102.2.6屏府工養字第10204062600號公告函,,ok,1 ,
536,花蓮縣,新城鄉,193線,"0k~6k
三棧~大漢村",禁行甲類大客車,道路路寬狹窄5.6公尺，大客車會車不易,花蓮縣政府,花蓮縣政府102.4.17府警交字第1020067748B號公告函,,ok,1 ,
537,花蓮縣,新城鄉,193線,"8k+500~9k
臨潭橋~七星潭",禁行甲類大客車,道路路寬狹窄4.9M，坡度陡、有急彎，大客車會車不易,花蓮縣政府,花蓮縣政府102.4.17府警交字第1020067748B號公告函,,ok,1 ,
538,花蓮縣,"吉安鄉
壽豐鄉
瑞穗鄉",193線,"22k+500~37k
花蓮大橋~月眉",禁行甲類大客車,道路路寬狹窄5.6M，大客車會車不易,花蓮縣政府,花蓮縣政府102.4.17府警交字第1020067748B號公告函,,ok,1 ,
539,花蓮縣,"吉安鄉
壽豐鄉
瑞穗鄉",193線,"37k~86k+765
月眉~瑞穗",禁行甲、乙、丙類大客車,道路路寬狹窄4M，大客車會車不易,花蓮縣政府,花蓮縣政府102.4.17府警交字第1020067748B號公告函,,ok,1 ,
540,花蓮縣,秀林鄉,花1線,全線,禁行甲、乙類大客車,道路路寬狹窄3公尺，大客車會車不易,花蓮縣政府,花蓮縣政府102.6.14府警交字第1020106367B號公告函,,,,
541,花蓮縣,秀林鄉,花3線,全線,禁行甲、乙類大客車,道路路寬狹窄3公尺，大客車會車不易,花蓮縣政府,花蓮縣政府102.6.14府警交字第1020106367B號公告函,,,,
542,花蓮縣,壽豐鄉,花35線 ,全線,禁行甲、乙類大客車,山區道路路寬狹窄、多彎道，大客車通行不易,花蓮縣政府,花蓮縣政府102.10.21府警交字第1020190555B號公告函,,,,
543,花蓮縣,壽豐鄉,花35-1線,全線,禁行甲、乙類大客車,山區道路路寬狹窄、多彎道，大客車通行不易,花蓮縣政府,花蓮縣政府102.10.21府警交字第1020190555B號公告函,,,,
544,花蓮縣,壽豐鄉,花38-1線 ,全線,禁行甲、乙類大客車,山區道路路寬狹窄、多彎道，大客車通行不易,花蓮縣政府,花蓮縣政府102.10.21府警交字第1020190555B號公告函,,,,
545,花蓮縣,萬榮鄉,花42線,全線,禁行甲、乙類大客車,道路狹窄2.8~7.4公尺會車不易,花蓮縣政府,花蓮縣政府102.4.17府警交字第1020067748B號公告函,,ok,1 ,
546,花蓮縣,萬榮鄉,花43線,全線,禁行甲、乙類大客車,道路狹窄4.3~6.5公尺會車不易,花蓮縣政府,花蓮縣政府102.4.17府警交字第1020067748B號公告函,,ok,1 ,
547,花蓮縣,萬榮鄉,花45線,全線,禁行甲、乙類大客車,道路狹窄3~5.7公尺會車不易,花蓮縣政府,花蓮縣政府102.4.17府警交字第1020067748B號公告函,,ok,1 ,
548,花蓮縣,壽豐鄉,花46線,全線,禁行甲、乙類大客車,山區道路路寬狹窄、多彎道，大客車通行不易,花蓮縣政府,花蓮縣政府102.10.21府警交字第1020190555B號公告函,,,,
549,花蓮縣,豐濱鄉,"花51線
豐濱-八里灣道路","1k~7.2K
豐濱~八里灣",禁行甲、乙類大客車,道路路寬狹窄平均4.2M，大客車會車不易,花蓮縣政府,花蓮縣政府102.4.17府警交字第1020067748B號公告函,,ok,1 ,
550,花蓮縣,萬榮鄉,花60線,全線,禁行甲、乙類大客車,道路狹窄4~5.5公尺會車不易,花蓮縣政府,花蓮縣政府102.4.17府警交字第1020067748B號公告函,,ok,1 ,
551,花蓮縣,"瑞穗鄉
豐濱鄉",花64線,"0k~22k+500
瑞穗~長虹橋",禁行甲、乙類大客車,道路路寬狹窄4.3M，坡度陡、有急彎，大客車會車不易,花蓮縣政府,花蓮縣政府102.4.17府警交字第1020067748B號公告函,,ok,1 ,
552,花蓮縣,富里鄉,花82線,全線,禁行甲、乙類大客車,山區道路路寬狹窄、多彎道、多坍方，大客車通行不易,花蓮縣政府,花蓮縣政府102.10.21府警交字第1020190555B號公告函,,,,
553,花蓮縣,豐濱鄉,全鄉產業道路,,禁行甲、乙類大客車,道路狹小，無法通行,花蓮縣政府,花蓮縣政府102.4.17府警交字第1020067748B號公告函,,ok,1 ,
554,花蓮縣,玉里鎮,赤科山產業道路,,禁行甲、乙類大客車,道路路寬狹窄，坡度陡、有急彎，大客車會車不易,花蓮縣政府,花蓮縣政府102.4.17府警交字第1020067748B號公告函,,ok,1 ,
555,花蓮縣,富里鄉,六十石山產業道路,,禁行甲、乙類大客車,道路路寬狹窄，坡度陡、有急彎，大客車會車不易,花蓮縣政府,花蓮縣政府102.4.17府警交字第1020067748B號公告函,,ok,1 ,
556,臺東縣,"鹿野鄉
延平鄉",197線,"22K+500~37K
寶華山~上野",禁行甲、乙類大客車,全路段為碎石路面，寬僅3.5M，會車不易，且交通量小,"第三區養護工程處
臺東縣政府",臺東縣政府102年2月18日府觀交字第1020026335C號公告函,,,,
557,臺東縣,"延平鄉
卑南鄉",197線,"40K+082~59K+670
鸞山~富源",禁行甲類大客車,路寬4M~6M,"第三區養護工程處
臺東縣政府",臺東縣政府102年2月18日府觀交字第1020026335C號公告函,,,,
558,臺東縣,長濱鄉,東10至台11線岔路,"(樟原國小旁)
含部分南溪產業",禁行甲類大客車,,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
559,臺東縣,長濱鄉,東11至台11線岔路,八仙洞-大俱來,禁行甲、乙類大客車,八仙洞-大俱來替代道路,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
560,臺東縣,長濱鄉,東12至台11線岔路,95k，寧靜宮,禁行甲、乙類大客車,,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
561,臺東縣,延平鄉,東40,往森林博物館路段,禁行甲、乙類大客車,防護設施及路幅不足,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
562,臺東縣,東河鄉,東43,,禁行甲、乙類大客車,路寬不足,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
563,臺東縣,成功鎮,三仙產業道路,,禁行甲、乙類大客車,路寬不足,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
564,臺東縣,成功鎮,芝田產業道路,,禁行甲、乙類大客車,路寬不足,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
565,臺東縣,成功鎮,仙民產業道路,,禁行甲、乙類大客車,,臺東縣政府,臺東縣政府102.5.3府觀交字第1020080587B號公告函,,ok,1 ,
566,臺東縣,成功鎮,富榮路,,禁行甲、乙類大客車,路寬不足,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
567,臺東縣,成功鎮,"小馬隧道
(泰源隧道)",,禁行甲、乙類大客車,路寬不足,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
568,臺東縣,長濱鄉,忠勇上田組聯絡道路,東13至台11線岔路（長光-長濱）,禁行甲類大客車,,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
569,臺東縣,長濱鄉,寧埔產業道路,東14至台11線岔路（寧埔國小）,禁行甲、乙類大客車,,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
570,臺東縣,長濱鄉,北溪產業道路,東10線岔路,禁行甲、乙類大客車,,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
571,臺東縣,長濱鄉,南溪產業道路,東10線(南溪18鄰以上路段),禁行甲、乙類大客車,,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
572,臺東縣,長濱鄉,三間產業道路,台11線岔路(三間國小旁),禁行甲、乙類大客車,,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
573,臺東縣,長濱鄉,城子埔產業道路,台11線岔路(城子埔社區旁),禁行甲、乙類大客車,,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
574,臺東縣,長濱鄉,三崙仔產業道路,台11線岔路(87k),禁行甲、乙類大客車,,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
575,臺東縣,長濱鄉,崎腳二號產業道路,台11線岔路(88k),禁行甲、乙類大客車,,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
576,臺東縣,長濱鄉,齒草埔產業道路,台11線岔路(89.5k),禁行甲、乙類大客車,,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
577,臺東縣,長濱鄉,竹湖移民產業道路,台11線岔路(竹湖國小旁),禁行甲、乙類大客車,,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
578,臺東縣,長濱鄉,南竹產業道路,台11線岔路(92.5k),禁行甲、乙類大客車,,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
579,臺東縣,長濱鄉,八桑安產業道路,台11線岔路(八桑安社區旁),禁行甲、乙類大客車,,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
580,臺東縣,長濱鄉,烏石鼻產業道路,台11線岔路(七里香民宿對面),禁行甲、乙類大客車,,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
581,臺東縣,長濱鄉,?橋產業道路,台11線岔路(99.5k),禁行甲、乙類大客車,,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
582,臺東縣,太麻里鄉,佳崙產業道路,往金針山路段,禁行甲類大客車,路幅不足,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
583,臺東縣,池上鄉,萬新道路,萬安村-新興村,禁行甲、乙類大客車,道路狹窄，交通流量大、無法會車,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
584,臺東縣,池上鄉,錦新道路,錦園村-新興村,禁行甲、乙類大客車,道路狹窄，交通流量大、無法會車,臺東縣政府,臺東縣政府102.3.19府觀交字第1020044865B號公告函,,ok,1 ,
585,澎湖縣,馬公市,"203線
(中正路)","0K~0K+500
中山路~民生路口",1900~2400禁止大客車通行,道路狹窄，不利行車(澎湖縣政府規劃為該縣夜間主要觀光道路),澎湖縣政府,澎湖縣政府96年1月4日府授警交字第09631000032號函,,ok,1 ,
586,金門縣,金湖鎮,玉章路,軍事管制區內路段,禁止遊覽車通行,屬軍事管制區,金門縣政府,金門縣政府96.12.14府交通字第0960801060號,,ok,1 ,
587,新北市,烏來區,桶後林道,全線,禁行甲、乙類大客車,,行政院農業委員會林務局新竹林區管理處,行政院農業委員會林務局新竹林區管理處102.3.7竹治字第102102388公告函,,ok,1 ,
588,新北市,烏來區,內洞林道,全線,禁行甲、乙類大客車,,行政院農業委員會林務局新竹林區管理處,行政院農業委員會林務局新竹林區管理處102.3.7竹治字第102102388公告函,,ok,1 ,
589,宜蘭縣,南澳鄉,翠峰林道,全線,禁行甲、乙類大客車,"山區道路狹窄
會車困難",行政院農業委員會林務局羅東林區管理處,行政院農業委員會林務局羅東林區管理處102.03.11羅治字第1021101962號,,ok,1 ,
590,宜蘭縣,"南澳鄉
大同鄉","古魯林道
(平元林道)",全線,禁行甲、乙類大客車,"山區道路狹窄
會車困難",行政院農業委員會林務局羅東林區管理處,行政院農業委員會林務局羅東林區管理處102.03.11羅治字第1021101962號,,ok,1 ,
591,宜蘭縣,南澳鄉,"鹿皮林道
(南澳北線)",全線,禁行甲、乙類大客車,"山區道路狹窄
會車困難",行政院農業委員會林務局羅東林區管理處,行政院農業委員會林務局羅東林區管理處102.03.11羅治字第1021101962號,,ok,1 ,
592,宜蘭縣,南澳鄉,"金洋林道
(南澳南線)",全線,禁行甲、乙類大客車,"山區道路狹窄
會車困難",行政院農業委員會林務局羅東林區管理處,行政院農業委員會林務局羅東林區管理處102.03.11羅治字第1021101962號,,ok,1 ,
593,宜蘭縣,"大同鄉
南澳鄉",四季林道,全線,禁行甲、乙類大客車,"山區道路狹窄
會車困難",行政院農業委員會林務局羅東林區管理處,行政院農業委員會林務局羅東林區管理處102.03.11羅治字第1021101962號,,ok,1 ,
594,宜蘭縣,大同鄉,嘉平林道,全線,禁行甲、乙類大客車,"山區道路狹窄
會車困難",行政院農業委員會林務局羅東林區管理處,行政院農業委員會林務局羅東林區管理處102.03.11羅治字第1021101962號,,ok,1 ,
595,宜蘭縣,"冬山鄉
南澳鄉
大同鄉",安平坑林道,全線,禁行甲、乙類大客車,"山區道路狹窄
會車困難",行政院農業委員會林務局羅東林區管理處,行政院農業委員會林務局羅東林區管理處102.03.11羅治字第1021101962號,,ok,1 ,
596,宜蘭縣,"蘇澳鎮
南澳鄉",武荖坑林道,全線,禁行甲、乙類大客車,"山區道路狹窄
會車困難",行政院農業委員會林務局羅東林區管理處,行政院農業委員會林務局羅東林區管理處102.03.11羅治字第1021101962號,,ok,1 ,
597,桃園縣,復興鄉,達觀山林道,全線,禁行甲、乙類大客車,,行政院農業委員會林務局新竹林區管理處,行政院農業委員會林務局新竹林區管理處102.3.7竹治字第102102388公告函,,ok,1 ,
598,新竹縣,"五峰鄉
尖石鄉",羅山林道上線,全線,禁行甲、乙類大客車,,行政院農業委員會林務局新竹林區管理處,行政院農業委員會林務局新竹林區管理處102.11.9竹治字第1022220934公告函,,ok,1 ,
599,新竹縣,五峰鄉,羅山林道下線,全線,禁行甲、乙類大客車,,行政院農業委員會林務局新竹林區管理處,行政院農業委員會林務局新竹林區管理處102.3.14竹治字第102220231公告函,,ok,1 ,
600,新竹縣,尖石鄉,水田林道,全線,禁行甲、乙類大客車,,行政院農業委員會林務局新竹林區管理處,行政院農業委員會林務局新竹林區管理處102.3.7竹治字第102102388公告函,,ok,1 ,
601,新竹縣,五峰鄉,"大鹿林道
本線",全線,"禁行甲、乙類大客車
1.「大鹿林道蘇力風災後乙類大客車通行試辦計畫」103.1.25~103.07.31每周六、日及國定假日上午6時至下午5時試辦乙類大客車(僅限23人(含)座以下)通行
2.進入林道之乙類大客車駕駛，需簽署安全駕駛公約
3.另為辦理大鹿林道復建工程施工需要，103.03.18上午9時至103.3.27下午17時止封閉林道0.5K(雲山派出所管制哨)至林道10.5K路段。","多處路寬<5.5公尺
因蘇力風災復建之須",行政院農業委員會林務局新竹林區管理處,行政院農業委員會林務局新竹林區管理處103.03.07竹治字第1032220160號函,,ok,1 ,
602,苗栗縣,泰安鄉,"大鹿林道
東線",全線,禁行大客車,"山區道路狹窄
會車困難","行政院農業委員會林務局新竹林區管理處
（已交雪霸國家公園管理處轄管）",99年1月25日台內營字第0990800273號,,ok,1 ,
